Fecha de muestreo ,Punto de Muestreo,Profundidad secchi (m),Zona fótica (m),pH,Temperatura Media      (°C),OD                        (mg/l),%OD,Conductividad (us/cm),Redox,Fósforo Total     (ug/L P- PO4- ),Nitratos             (ug/L N-NO3-),N. amonical             (ug/L N-NH4+),Manganeso          (mg/l),Color Real (PtCo),Turbiedad (NTU),N total              (mg/l),TOC                  (mg/l),"UV 
(cm-1)",SUVA,Clorofila-a            (ug/l),Feopigmentos,Algas eucariotas totales (cél/ml),Cianobacterias totales (cél/ml),Coliformes totales,E.coli,F- N,CL- N,NO2- N,NO3- N,PO4- N,SO4- N,NH4+ N,K N,NT N,NT Orgánico N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Aug-15,Descarga Bombeo,2.00,5.41,7.5,20.77,8.0,115.30,50.2,168.7,100,183.973,75.194,0.011,13,6,0.655,2.1868,0.074,3.4,42.06,4.80,248,333,36540,11260,0.034,3.299,0.027,0.815,-,2.390,0.097,1.246,0.655,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Sep-15,Torre Superficial,1.55,4.19,9.1,21.53,10.4,150.40,57.4,111.6,40,172.009,24.031,0.012,9,6,0.455,2.7203,0.077,2.8,23.69,6.57,3707,1333,-,-,0.039,4.076,0.027,0.762,-,3.087,0.031,1.195,0.455,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-15,Torre Media,1.55,4.19,7.8,20.33,7.7,109.40,61.4,144.0,30,245.598,39.535,0.016,10,5,0.550,2.8076,0.083,2.9,17.18,4.80,1647,1500,-,-,0.036,5.431,0.034,1.088,-,3.927,0.051,1.226,0.550,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Sep-15,Torre Profunda,1.55,4.19,7.3,20.00,5.4,77.85,69.5,151.1,30,255.305,78.295,0.029,12,4,0.595,2.3441,0.076,3.2,8.89,1.90,405,366,-,-,0.033,5.94,0.037,1.131,-,4.256,0.101,1.269,0.595,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Sep-15,Presa,1.62,4.38,6.9,20.00,7.7,84.74,64.7,19.0,50,166.366,293.023,0.140,14,6,0.662,2.8035,0.221,7.9,19.55,3.67,3658,666,-,-,0.041,3.445,0.022,0.737,-,2.337,0.378,1.170,0.662,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Sep-15,Potreros,1.40,3.79,8.8,21.83,9.4,136.63,56.7,128.4,80,172.912,36.434,0.028,12,7,0.507,2.7460,0.081,3.0,21.32,3.55,4737,666,-,-,0.062,4.104,0.026,0.766,-,2.994,0.047,1.200,0.507,0.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Sep-15,Palmas-Esp.Santo,1.40,3.79,8.8,21.67,9.7,142.50,65.5,112.5,30,167.269,20.155,0.024,15,8,0.460,2.7553,0.083,3.0,7.11,6.16,3952,666,-,-,0.036,5.29,0.033,0.741,-,3.818,0.026,1.186,0.460,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Sep-15,Descarga Bombeo,1.46,3.95,9.0,21.20,9.7,140.95,54.6,126.8,30,176.749,37.984,0.012,8,5,0.490,2.6272,0.071,2.7,17.18,3.55,3601,666,-,-,0.040,3.85,0.025,0.783,-,2.964,0.049,1.260,0.490,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Sep-15,Torre Superficial,1.40,3.79,7.7,22.07,8.0,118.30,57.6,111.6,30,123.928,0.000,0.003,9,5,0.000,2.7959,0.065,2.3,10.66,4.68,5653,655,6770,310,0.107,5.321,0.038,0.549,-,3.541,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-15,Torre Media,1.40,3.79,7.2,20.50,6.7,95.50,62.4,138.6,10,181.490,56.589,0.009,12,5,0.000,2.6669,0.067,2.5,11.85,4.74,3297,366,-,-,0.030,5.916,0.041,0.804,-,3.858,0.073,1.350,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Sep-15,Torre Profunda,1.40,3.79,7.2,19.75,4.3,65.50,68.7,152.1,30,170.880,78.295,0.037,13,6,0.000,2.7792,0.070,2.5,4.74,1.48,1849,366,-,-,0.034,7.057,0.048,0.757,-,4.489,0.101,1.418,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Sep-15,Presa,1.35,3.65,6.9,20.04,5.0,71.32,57.8,-45.7,60,93.228,295.349,0.186,37,5,0.000,2.3639,0.089,3.8,13.62,2.55,3272,633,-,-,0.030,3.658,0.026,0.413,-,2.154,0.381,1.249,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Sep-15,Potreros,1.30,3.52,7.9,22.60,8.2,121.53,53.8,187.7,40,125.282,65.891,0.022,10,6,0.000,2.7822,0.054,1.9,9.48,7.11,6472,366,2489,86,0.028,4.499,0.032,0.555,-,2.966,0.085,1.258,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Sep-15,Palmas-Esp.Santo,1.20,3.25,7.7,22.23,7.9,117.20,68.8,163.7,50,175.395,0.000,0.058,1,11,0.000,2.1063,0.015,0.7,3.55,11.37,6077,366,17329,959,0.044,17.548,-,0.777,-,2.350,-,1.382,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Sep-15,Descarga Bombeo,1.32,3.57,8.5,22.27,8.5,127.53,52.4,184.6,50,137.923,40.310,0.008,7,5,0.000,2.5902,0.067,2.6,9.48,5.03,5838,366,-,-,0.037,4.418,0.032,0.611,-,2.920,0.052,1.240,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Nov-15,Torre Superficial,1.96,5.30,7.0,21.00,8.0,114.97,49.6,185.2,90,205.418,113.953,0.020,24,7,0.000,2.6441,0.102,3.9,26.06,3.79,15,3733,-,-,0.038,2.824,-,0.910,-,2.129,0.147,1.457,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-15,Torre Media,1.96,5.30,6.5,18.80,5.0,68.63,52.5,197.1,30,213.770,132.558,0.027,16,7,0.000,2.6311,0.107,4.1,21.32,4.80,10,333,-,-,0.020,5.92,-,0.947,-,2.522,0.171,1.493,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Nov-15,Torre Profunda,1.96,5.30,6.7,18.57,6.1,84.47,66.4,196.0,60,279.007,77.519,0.035,12,15,0.000,2.5558,0.107,4.2,3.55,3.08,5,33,-,-,0.022,4.127,-,1.236,-,3.308,0.100,1.449,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Nov-15,Presa,2.03,5.49,6.5,19.20,5.4,74.93,57.8,161.4,40,219.413,117.054,0.032,19,13,0.000,2.6267,0.114,4.4,7.11,3.26,5,333,-,-,0.026,3.171,0.008,0.972,-,2.428,0.151,1.425,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Nov-15,Potreros,2.53,6.84,6.9,20.40,7.4,105.73,49.3,205.9,10,196.163,98.450,0.020,18,5,0.000,2.5094,0.097,3.9,10.66,1.78,5,333,5172,31,0.024,2.809,-,0.869,-,2.070,0.127,1.334,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Nov-15,Palmas-Esp.Santo,1.54,4.17,7.3,21.00,8.1,116.70,53.6,188.3,40,224.379,0.000,0.015,18,9,0.000,2.5837,0.099,3.8,7.70,6.40,10,333,-,-,0.028,3.098,-,0.994,-,2.419,-,1.367,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Nov-15,Descarga Bombeo,1.98,5.36,7.0,20.53,8.0,113.57,48.9,216.5,80,223.928,0.000,0.018,13,8,0.000,4.6821,0.104,2.2,9.48,1.72,5,3400,-,-,0.031,3.28,0.008,0.992,-,2.669,-,1.487,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Dec-15,Torre Superficial,1.50,4.06,8.3,20.73,9.2,132.13,47.6,175.6,50,195.485,3.101,0.008,16,9,0.393,5.3534,0.097,1.8,15.99,11.79,15,2778,-,-,0.021,2.728,0.048,0.866,-,3.467,0.004,1.082,0.393,0.180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-15,Torre Media,1.50,4.06,6.7,18.80,6.3,87.77,54.2,207.4,40,229.797,0.000,0.013,9,4,0.551,2.5735,0.096,3.7,5.33,7.11,12,233,-,-,0.024,4.212,0.039,1.018,-,2.553,-,1.179,0.551,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Dec-15,Torre Profunda,1.50,4.06,7.0,18.37,5.7,79.30,70.6,203.8,50,254.628,0.000,0.031,9,5,0.489,2.2436,0.091,4.1,-0.65,5.21,5,33,-,-,0.022,5.323,0.032,1.128,-,3.088,-,1.095,0.489,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Dec-15,Presa,1.20,3.25,6.9,19.06,5.7,80.29,52.9,144.9,40,253.047,10.078,0.043,14,7,0.503,2.6865,0.107,4.0,7.70,18.84,85,6400,-,-,0.021,2.898,0.023,1.121,-,1.809,0.013,1.393,0.503,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Dec-15,Potreros,0.80,2.16,8.4,21.27,9.0,131.00,47.0,193.6,40,98.646,0.000,0.009,9,19,0.236,2.8452,0.102,3.6,6.52,34.53,5,3533,-,-,0.021,2.777,0.026,0.437,-,1.773,0.000,1.087,0.236,0.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Dec-15,Palmas-Esp.Santo,1.50,4.06,8.4,21.10,8.9,128.80,48.2,183.0,30,102.935,1.550,0.006,5,14,0.256,3.0093,0.103,3.4,4.15,17.00,5,6867,-,-,0.026,2.804,0.023,0.456,-,1.769,0.002,1.134,0.256,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Dec-15,Descarga Bombeo,1.67,4.52,7.5,19.30,7.8,109.57,45.1,213.0,30,202.257,5.426,0.010,4,9,0.378,2.5745,0.095,3.7,2.37,18.78,15,3200,-,-,0.022,2.564,0.026,0.896,-,1.630,0.007,1.013,0.378,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-16,Torre Superficial,0.43,1.16,9.1,20.73,10.2,145.97,57.5,176.1,70,13.093,0.000,0.006,15,44,0.119,2.1317,0.055,2.6,45.25,9.46,38,32450,6488,1153,0.048,2.739,-,0.058,-,1.831,-,0.939,0.119,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-16,Torre Media,0.43,1.16,7.2,19.00,6.4,89.23,49.8,194.0,50,152.596,0.000,0.010,15,13,0.411,2.1468,0.058,2.7,12.44,3.32,22,2542,-,-,0.028,3.057,-,0.676,-,2.014,-,1.051,0.411,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-16,Torre Profunda,0.43,1.16,7.7,18.57,5.2,72.17,61.9,204.8,70,221.445,1.550,0.012,14,9,0.409,2.1111,0.062,3.0,1.78,2.37,7,833,-,-,0.010,4.49,-,0.981,-,2.819,0.002,1.069,0.409,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-16,Presa,0.45,1.22,6.9,19.11,6.3,88.66,51.2,219.4,60,159.368,0.000,0.031,20,21,0.311,2.1975,0.064,2.9,21.32,4.80,5,12400,-,-,0.040,3.173,-,0.706,-,1.771,-,1.370,0.311,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-16,Potreros,0.50,1.35,7.9,21.25,10.9,158.45,58.3,153.8,100,10.158,0.000,0.005,13,46,0.254,2.5669,0.068,2.6,25.44,6.36,60,33600,1014,20,0.062,2.757,-,0.045,-,1.771,-,0.953,0.254,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-16,Palmas-Esp.Santo,0.50,1.35,9.4,21.55,10.4,152.25,56.4,147.7,100,11.061,0.000,0.011,17,48,0.196,2.6158,0.067,2.6,47.20,8.51,100,27494,1076,41,0.049,2.784,-,0.049,-,1.827,-,0.888,0.196,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-16,Descarga Bombeo,0.45,1.22,9.5,20.95,10.8,156.80,57.5,152.7,120,6.546,0.000,0.011,17,66,0.195,2.6056,0.067,2.6,69.11,14.68,15,49794,19863,6867,0.048,2.545,-,0.029,-,1.680,-,0.932,0.195,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Feb-16,Torre Superficial,0.40,1.08,9.3,22.70,9.6,143.57,61.7,99.8,80,16.027,0.000,0.013,8,42,0.219,2.6062,0.068,2.6,68.75,13.43,17,23956,4352,98,0.048,3.14,-,0.071,-,2.487,-,1.080,0.219,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-16,Torre Media,0.40,1.08,6.7,20.10,4.1,57.43,58.0,157.7,40,170.203,0.000,0.013,5,9,0.511,2.3693,0.058,2.4,4.74,3.14,5,1178,-,-,0.021,4.087,-,0.754,-,3.052,-,1.190,0.511,0.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Feb-16,Torre Profunda,0.40,1.08,7.1,19.45,2.4,33.40,53.3,163.2,20,303.386,0.000,0.055,7,10,0.508,2.0661,0.061,3.0,0.00,2.07,5,333,-,-,0.020,3.33,-,1.344,-,2.590,-,1.140,0.508,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Feb-16,Presa,0.54,1.46,7.0,19.49,4.9,70.51,51.5,58.2,40,110.158,49.612,0.088,7,16,0.323,2.0754,0.065,3.1,11.85,3.91,5,38000,-,-,0.022,2.678,-,0.488,-,2.206,0.064,1.123,0.323,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Feb-16,Potreros,0.45,1.22,9.6,23.95,9.8,149.75,67.3,93.8,90,154.402,51.163,0.013,5,53,0.288,2.8412,0.066,2.3,64.87,14.10,5,54100,259,0,0.055,3.187,-,0.684,-,2.577,0.066,1.320,0.288,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Feb-16,Palmas-Esp.Santo,0.40,1.08,9.5,22.50,10.4,155.25,67.2,97.9,80,7.675,0.000,0.011,6,49,0.275,3.1828,0.069,2.2,77.00,11.11,175,56000,1259,51,0.066,3.579,-,0.034,-,2.687,-,1.128,0.275,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Feb-16,Descarga Bombeo,0.45,1.22,9.4,22.70,9.2,138.55,58.1,104.0,70,6.998,0.000,0.010,8,34,0.210,3.5593,0.079,2.2,34.46,8.51,5,43000,3930,960,0.015,2.641,-,0.031,-,2.180,-,1.049,0.210,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-16,Torre Superficial,0.58,1.57,9.2,21.93,9.3,137.83,60.4,130.9,60,3.837,0.000,0.011,13,25,0.271,2.4664,0.079,3.2,35.41,6.05,10,17167,6488,1178,0.022,3.517,-,0.017,-,2.697,-,1.082,0.271,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Torre Media,0.58,1.57,7.5,20.13,5.7,81.97,57.2,174.3,40,97.968,0.000,0.011,11,9,0.488,2.4660,0.076,3.1,5.33,2.96,5,1367,-,-,0.021,4.236,0.012,0.434,-,3.128,-,1.141,0.488,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-16,Torre Profunda,0.58,1.57,7.6,19.70,3.7,53.10,50.8,172.3,40,153.950,0.000,0.021,7,10,0.591,2.0332,0.061,3.0,0.00,3.32,5,511,-,-,0.021,3.148,0.021,0.682,-,2.432,-,1.194,0.591,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-16,Presa,0.43,1.16,7.7,20.18,5.8,83.65,60.0,-48.0,60,38.826,0.000,0.111,20,20,0.430,2.3627,0.111,4.7,33.19,4.51,5,35700,-,-,0.021,3.126,0.009,0.172,-,2.313,-,1.265,0.430,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
